center,left,right,steering,speed,throttle,brake
F:\Study Material\IMG\center_2018_05_22_00_58_06_869.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_06_869.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_06_869.jpg,0.0,0.0,0.0,9.950779000000001e-05
F:\Study Material\IMG\center_2018_05_22_00_58_06_974.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_06_974.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_06_974.jpg,0.0,0.0,0.0,0.0001038399
F:\Study Material\IMG\center_2018_05_22_00_58_07_134.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_07_134.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_07_134.jpg,0.0,0.0,0.0,0.0001566642
F:\Study Material\IMG\center_2018_05_22_00_58_07_245.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_07_245.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_07_245.jpg,0.0,0.0,0.0,0.0001001332
F:\Study Material\IMG\center_2018_05_22_00_58_07_395.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_07_395.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_07_395.jpg,0.0,0.0,0.0,0.0001012884
F:\Study Material\IMG\center_2018_05_22_00_58_07_501.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_07_501.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_07_501.jpg,0.0,0.0,0.0,0.0001071942
F:\Study Material\IMG\center_2018_05_22_00_58_07_673.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_07_673.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_07_673.jpg,0.0,0.0,0.0,0.000100736
F:\Study Material\IMG\center_2018_05_22_00_58_07_775.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_07_775.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_07_775.jpg,0.0,0.0,0.0,0.00010291309999999999
F:\Study Material\IMG\center_2018_05_22_00_58_07_896.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_07_896.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_07_896.jpg,0.0,0.0,0.0,0.0001061233
F:\Study Material\IMG\center_2018_05_22_00_58_08_007.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_08_007.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_08_007.jpg,0.0,0.0,0.0,0.0001001102
F:\Study Material\IMG\center_2018_05_22_00_58_08_232.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_08_232.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_08_232.jpg,0.0,0.0,0.0,0.0001069718
F:\Study Material\IMG\center_2018_05_22_00_58_08_331.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_08_331.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_08_331.jpg,0.0,0.0,0.0,0.0001333459
F:\Study Material\IMG\center_2018_05_22_00_58_08_463.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_08_463.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_08_463.jpg,0.0,0.0,0.0,0.00012049350000000001
F:\Study Material\IMG\center_2018_05_22_00_58_08_563.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_08_563.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_08_563.jpg,0.0,0.0,0.0,0.0001325959
F:\Study Material\IMG\center_2018_05_22_00_58_08_703.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_08_703.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_08_703.jpg,0.0,0.0,0.0,0.0001021207
F:\Study Material\IMG\center_2018_05_22_00_58_08_826.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_08_826.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_08_826.jpg,0.0,0.0,0.0,0.0001016148
F:\Study Material\IMG\center_2018_05_22_00_58_08_974.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_08_974.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_08_974.jpg,0.0,0.0,0.0,0.0001195182
F:\Study Material\IMG\center_2018_05_22_00_58_09_081.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_09_081.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_09_081.jpg,0.0,0.0,0.0,0.0001047233
F:\Study Material\IMG\center_2018_05_22_00_58_09_221.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_09_221.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_09_221.jpg,0.0,0.0,0.0,0.00011114399999999999
F:\Study Material\IMG\center_2018_05_22_00_58_09_344.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_09_344.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_09_344.jpg,0.0,0.0,0.0,0.0001672262
F:\Study Material\IMG\center_2018_05_22_00_58_09_447.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_09_447.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_09_447.jpg,0.0,0.0,0.0,0.0001035973
F:\Study Material\IMG\center_2018_05_22_00_58_09_558.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_09_558.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_09_558.jpg,0.0,0.0,0.0,9.922851e-05
F:\Study Material\IMG\center_2018_05_22_00_58_09_747.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_09_747.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_09_747.jpg,0.0,0.0,0.0,0.0001142777
F:\Study Material\IMG\center_2018_05_22_00_58_09_852.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_09_852.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_09_852.jpg,0.0,0.0,0.0,0.0001499708
F:\Study Material\IMG\center_2018_05_22_00_58_09_955.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_09_955.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_09_955.jpg,0.0,0.0,0.0,0.0001012105
F:\Study Material\IMG\center_2018_05_22_00_58_10_062.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_10_062.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_10_062.jpg,0.0,0.0,0.0,0.0001052339
F:\Study Material\IMG\center_2018_05_22_00_58_10_178.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_10_178.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_10_178.jpg,0.0,0.0,0.0,0.0001092533
F:\Study Material\IMG\center_2018_05_22_00_58_10_287.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_10_287.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_10_287.jpg,0.0,0.0,0.0,0.0001545018
F:\Study Material\IMG\center_2018_05_22_00_58_10_411.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_10_411.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_10_411.jpg,0.0,0.0,0.0,0.0001012971
F:\Study Material\IMG\center_2018_05_22_00_58_10_553.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_10_553.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_10_553.jpg,0.0,0.0,0.0,0.00010253049999999999
F:\Study Material\IMG\center_2018_05_22_00_58_10_661.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_10_661.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_10_661.jpg,0.0,0.0,0.0,0.0001303137
F:\Study Material\IMG\center_2018_05_22_00_58_10_773.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_10_773.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_10_773.jpg,0.0,0.0,0.0,0.0001184142
F:\Study Material\IMG\center_2018_05_22_00_58_10_941.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_10_941.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_10_941.jpg,0.0,0.0,0.0,0.00010149680000000001
F:\Study Material\IMG\center_2018_05_22_00_58_11_052.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_11_052.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_11_052.jpg,0.0,0.0,0.0,0.000123314
F:\Study Material\IMG\center_2018_05_22_00_58_11_225.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_11_225.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_11_225.jpg,0.0,0.0,0.0,0.0001412508
F:\Study Material\IMG\center_2018_05_22_00_58_11_334.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_11_334.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_11_334.jpg,0.0,0.0,0.0,0.00011717100000000001
F:\Study Material\IMG\center_2018_05_22_00_58_11_469.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_11_469.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_11_469.jpg,0.0,0.0,0.0,0.0001537187
F:\Study Material\IMG\center_2018_05_22_00_58_11_588.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_11_588.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_11_588.jpg,0.0,0.0,0.0,0.00011158719999999999
F:\Study Material\IMG\center_2018_05_22_00_58_11_704.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_11_704.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_11_704.jpg,0.0,0.34677579999999997,0.0,0.5614047
F:\Study Material\IMG\center_2018_05_22_00_58_11_817.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_11_817.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_11_817.jpg,0.0,0.677164,0.0,1.264357
F:\Study Material\IMG\center_2018_05_22_00_58_11_976.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_11_976.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_11_976.jpg,0.0,1.0,0.0,3.202539
F:\Study Material\IMG\center_2018_05_22_00_58_12_080.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_12_080.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_12_080.jpg,0.0,1.0,0.0,4.43191
F:\Study Material\IMG\center_2018_05_22_00_58_12_277.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_12_277.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_12_277.jpg,0.0,1.0,0.0,6.846888000000001
F:\Study Material\IMG\center_2018_05_22_00_58_12_376.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_12_376.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_12_376.jpg,0.0,0.7248777,0.0,7.727403
F:\Study Material\IMG\center_2018_05_22_00_58_12_492.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_12_492.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_12_492.jpg,0.0,0.351722,0.0,8.250537
F:\Study Material\IMG\center_2018_05_22_00_58_12_625.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_12_625.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_12_625.jpg,0.0,0.0,0.0,8.424624
F:\Study Material\IMG\center_2018_05_22_00_58_12_762.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_12_762.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_12_762.jpg,0.0,0.0,0.0,8.396205
F:\Study Material\IMG\center_2018_05_22_00_58_12_877.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_12_877.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_12_877.jpg,0.0,0.0,0.0,8.366563000000001
F:\Study Material\IMG\center_2018_05_22_00_58_13_011.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_011.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_011.jpg,0.0,0.0,0.0,8.324677000000001
F:\Study Material\IMG\center_2018_05_22_00_58_13_116.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_116.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_116.jpg,0.0,0.31895009999999996,0.0,8.560163000000001
F:\Study Material\IMG\center_2018_05_22_00_58_13_257.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_257.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_257.jpg,0.0,0.7393152,0.0,9.75963
F:\Study Material\IMG\center_2018_05_22_00_58_13_369.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_369.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_369.jpg,0.0,1.0,0.0,11.15357
F:\Study Material\IMG\center_2018_05_22_00_58_13_485.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_485.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_485.jpg,0.0,1.0,0.0,12.5738
F:\Study Material\IMG\center_2018_05_22_00_58_13_621.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_621.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_621.jpg,0.0,1.0,0.0,13.8321
F:\Study Material\IMG\center_2018_05_22_00_58_13_726.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_726.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_726.jpg,0.0,1.0,0.0,15.27276
F:\Study Material\IMG\center_2018_05_22_00_58_13_866.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_866.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_866.jpg,0.0,1.0,0.0,16.819470000000003
F:\Study Material\IMG\center_2018_05_22_00_58_13_971.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_13_971.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_13_971.jpg,0.0,1.0,0.0,17.976470000000003
F:\Study Material\IMG\center_2018_05_22_00_58_14_105.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_14_105.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_14_105.jpg,0.0,1.0,0.0,19.47634
F:\Study Material\IMG\center_2018_05_22_00_58_14_203.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_14_203.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_14_203.jpg,0.0,1.0,0.0,20.56966
F:\Study Material\IMG\center_2018_05_22_00_58_14_342.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_14_342.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_14_342.jpg,-0.408868,1.0,0.0,21.6733
F:\Study Material\IMG\center_2018_05_22_00_58_14_448.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_14_448.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_14_448.jpg,-0.08550416,0.9036252,0.0,22.64355
F:\Study Material\IMG\center_2018_05_22_00_58_14_613.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_14_613.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_14_613.jpg,0.0,0.41269229999999996,0.0,23.1584
F:\Study Material\IMG\center_2018_05_22_00_58_14_721.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_14_721.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_14_721.jpg,0.0,0.08554115,0.0,23.32244
F:\Study Material\IMG\center_2018_05_22_00_58_14_895.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_14_895.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_14_895.jpg,0.0,0.0,0.0,22.73442
F:\Study Material\IMG\center_2018_05_22_00_58_15_004.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_15_004.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_15_004.jpg,0.0,0.0,0.0,22.597820000000002
F:\Study Material\IMG\center_2018_05_22_00_58_15_136.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_15_136.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_15_136.jpg,0.0,0.0,0.0,22.03969
F:\Study Material\IMG\center_2018_05_22_00_58_15_238.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_15_238.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_15_238.jpg,0.0,0.3133581,0.0,21.989279999999997
F:\Study Material\IMG\center_2018_05_22_00_58_15_379.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_15_379.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_15_379.jpg,0.0,0.729521,0.0,22.675320000000003
F:\Study Material\IMG\center_2018_05_22_00_58_15_485.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_15_485.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_15_485.jpg,-0.3245139,1.0,0.0,23.31803
F:\Study Material\IMG\center_2018_05_22_00_58_15_653.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_15_653.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_15_653.jpg,0.0,1.0,0.0,24.6107
F:\Study Material\IMG\center_2018_05_22_00_58_15_756.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_15_756.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_15_756.jpg,0.0,1.0,0.0,25.42093
F:\Study Material\IMG\center_2018_05_22_00_58_15_974.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_15_974.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_15_974.jpg,0.0,1.0,0.0,26.90636
F:\Study Material\IMG\center_2018_05_22_00_58_16_080.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_16_080.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_16_080.jpg,0.0,1.0,0.0,27.318579999999997
F:\Study Material\IMG\center_2018_05_22_00_58_16_217.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_16_217.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_16_217.jpg,-0.4054609,0.5945391,0.0,27.43845
F:\Study Material\IMG\center_2018_05_22_00_58_16_327.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_16_327.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_16_327.jpg,-0.07223452,0.9277655,0.0,27.738740000000004
F:\Study Material\IMG\center_2018_05_22_00_58_16_463.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_16_463.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_16_463.jpg,0.0,1.0,0.0,28.50167
F:\Study Material\IMG\center_2018_05_22_00_58_16_566.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_16_566.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_16_566.jpg,0.0,0.9121811,0.0,28.9678
F:\Study Material\IMG\center_2018_05_22_00_58_16_697.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_16_697.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_16_697.jpg,0.0,0.5225201,0.0,28.871090000000002
F:\Study Material\IMG\center_2018_05_22_00_58_16_808.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_16_808.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_16_808.jpg,0.0,0.3498196,0.0,28.51657
F:\Study Material\IMG\center_2018_05_22_00_58_16_974.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_16_974.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_16_974.jpg,0.0,0.841691,0.0,28.96205
F:\Study Material\IMG\center_2018_05_22_00_58_17_076.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_17_076.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_17_076.jpg,0.0,1.0,0.0,29.313679999999998
F:\Study Material\IMG\center_2018_05_22_00_58_17_207.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_17_207.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_17_207.jpg,0.0,1.0,0.0,29.89231
F:\Study Material\IMG\center_2018_05_22_00_58_17_314.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_17_314.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_17_314.jpg,0.0,1.0,0.0,30.1079
F:\Study Material\IMG\center_2018_05_22_00_58_17_485.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_17_485.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_17_485.jpg,0.0,1.0,0.0,30.07817
F:\Study Material\IMG\center_2018_05_22_00_58_17_591.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_17_591.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_17_591.jpg,0.0,1.0,0.0,30.10717
F:\Study Material\IMG\center_2018_05_22_00_58_17_723.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_17_723.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_17_723.jpg,0.0,1.0,0.0,30.10098
F:\Study Material\IMG\center_2018_05_22_00_58_17_837.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_17_837.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_17_837.jpg,0.0,1.0,0.0,30.01945
F:\Study Material\IMG\center_2018_05_22_00_58_17_976.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_17_976.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_17_976.jpg,0.0,0.5875683,0.0,29.76346
F:\Study Material\IMG\center_2018_05_22_00_58_18_087.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_18_087.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_18_087.jpg,0.0,0.2500994,0.0,29.501540000000002
F:\Study Material\IMG\center_2018_05_22_00_58_18_221.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_18_221.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_18_221.jpg,0.0,0.0,0.0,28.78377
F:\Study Material\IMG\center_2018_05_22_00_58_18_335.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_18_335.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_18_335.jpg,0.22651790000000002,0.0,0.0,28.24452
F:\Study Material\IMG\center_2018_05_22_00_58_18_505.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_18_505.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_18_505.jpg,0.0,0.0,0.0,27.380059999999997
F:\Study Material\IMG\center_2018_05_22_00_58_18_612.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_18_612.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_18_612.jpg,0.0,0.0,0.0,26.865779999999997
F:\Study Material\IMG\center_2018_05_22_00_58_18_742.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_18_742.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_18_742.jpg,0.3858738,0.0,0.0,26.13934
F:\Study Material\IMG\center_2018_05_22_00_58_18_845.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_18_845.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_18_845.jpg,0.5680873000000001,0.0,0.0,25.31481
F:\Study Material\IMG\center_2018_05_22_00_58_19_016.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_19_016.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_19_016.jpg,0.06086326,0.0,0.0,24.63223
F:\Study Material\IMG\center_2018_05_22_00_58_19_116.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_19_116.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_19_116.jpg,0.0,0.0,0.0,24.23055
F:\Study Material\IMG\center_2018_05_22_00_58_19_247.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_19_247.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_19_247.jpg,0.0,0.0,0.0,23.6914
F:\Study Material\IMG\center_2018_05_22_00_58_19_349.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_19_349.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_19_349.jpg,0.0,0.0,0.0,23.33411
F:\Study Material\IMG\center_2018_05_22_00_58_19_527.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_19_527.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_19_527.jpg,0.0,0.0,0.0,22.7341
F:\Study Material\IMG\center_2018_05_22_00_58_19_628.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_19_628.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_19_628.jpg,0.0,0.31021609999999994,0.0,22.64489
F:\Study Material\IMG\center_2018_05_22_00_58_19_813.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_19_813.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_19_813.jpg,0.0,0.8620228999999999,0.0,23.86786
F:\Study Material\IMG\center_2018_05_22_00_58_19_917.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_19_917.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_19_917.jpg,0.0,1.0,0.0,24.83931
F:\Study Material\IMG\center_2018_05_22_00_58_20_033.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_20_033.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_20_033.jpg,0.0,1.0,0.0,25.97544
F:\Study Material\IMG\center_2018_05_22_00_58_20_134.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_20_134.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_20_134.jpg,0.11392830000000001,0.6938736999999999,0.0,26.712020000000003
F:\Study Material\IMG\center_2018_05_22_00_58_20_266.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_20_266.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_20_266.jpg,0.0,0.30113759999999995,0.0,26.95716
F:\Study Material\IMG\center_2018_05_22_00_58_20_371.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_20_371.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_20_371.jpg,0.0,0.0,0.0,26.86423
F:\Study Material\IMG\center_2018_05_22_00_58_20_609.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_20_609.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_20_609.jpg,0.0,0.0,0.0,26.3469
F:\Study Material\IMG\center_2018_05_22_00_58_20_721.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_20_721.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_20_721.jpg,0.0,0.0,0.0,26.1469
F:\Study Material\IMG\center_2018_05_22_00_58_20_856.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_20_856.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_20_856.jpg,0.0,0.0,0.0,25.859460000000002
F:\Study Material\IMG\center_2018_05_22_00_58_20_971.jpg, F:\Study Material\IMG\left_2018_05_22_00_58_20_971.jpg, F:\Study Material\IMG\right_2018_05_22_00_58_20_971.jpg,0.0,0.0,0.0,25.591620000000002
